date,SARIMA,LSTM,Buy & Hold
2025-02-15,1.0,1.0,1.009598192987589
2025-02-16,1.0,1.0,1.010441904721273
2025-02-17,1.0,1.0,0.9957300285931078
2025-02-18,0.9961186297953073,1.0,0.9918652317282086
2025-02-19,0.9961186297953073,1.0,0.9889627785814092
2025-02-20,1.0071648614093789,1.0,0.9999296570064728
2025-02-21,1.0262478296298974,1.0,1.0188755382604182
2025-02-22,1.0027867979233878,1.0,0.9955830443637586
2025-02-23,1.007261688100354,1.0,1.0000257881202614
2025-02-24,1.007261688100354,1.0,0.997574597432141
2025-02-25,1.007261688100354,1.0,0.9465119291042451
2025-02-26,0.9781558922928103,0.971104037658341,0.9191615560449178
2025-02-27,0.9246428985016312,0.9179768370277859,0.8688760268881829
2025-02-28,0.9246428985016312,0.9268286798329933,0.8772544016978674
2025-03-01,0.9246428985016312,0.9239046863054245,0.8744868069433999
2025-03-02,0.9246428985016312,0.9410098326541207,0.8906770320115147
2025-03-03,0.9246428985016312,1.0313442815781257,0.9761796655271435
2025-03-04,0.9246428985016312,0.9423168579954261,0.8919141470887018
2025-03-05,0.9246428985016312,0.9552942440035911,0.9041973977540205
2025-03-06,0.9246428985016312,0.9913269811261503,0.9383028132788002
2025-03-07,0.9246428985016312,0.984732873590292,0.9320614118343141
2025-03-08,0.9246428985016312,0.9494136275043463,0.8986313240869981
2025-03-09,0.9179259610435344,0.9425167465915685,0.8921033440294425
2025-03-10,0.8604713224504895,0.8835229264562833,0.8362649895279649
2025-03-11,0.8604713224504895,0.8619992071711204,0.8158925324658671
2025-03-12,0.8604713224504895,0.9059303831568569,0.8574739145959447
2025-03-13,0.8604713224504895,0.9178032075056255,0.8687116844742134
2025-03-14,0.8604713224504895,0.8873278924661927,0.8398664352461803
2025-03-15,0.8604713224504895,0.9187601710323712,0.8696174618679959
2025-03-16,0.8647749412053484,0.9233553195284441,0.8739668247355343
2025-03-17,0.8465240019783916,0.9038680506234132,0.8555218922512604
2025-03-18,0.8465240019783916,0.9198943078278955,0.8706909358741958
2025-03-19,0.8334817481209471,0.9057216499272682,0.8572763461041386
2025-03-20,0.8741128166046455,0.949874312500058,0.8990673679309987
2025-03-21,0.8741128166046455,0.9220330923758997,0.8727153209626657
2025-03-22,0.8741128166046455,0.919174012336296,0.870009167598917
2025-03-23,0.8741128166046455,0.9168082352601147,0.8677699313747099
2025-03-24,0.8741128166046455,0.9386295827257664,0.888424097060078
2025-03-25,0.8741128166046455,0.9554794188898327,0.9043726679928189
2025-03-26,0.8760432039491117,0.957589495922323,0.9063698810753998
2025-03-27,0.8704405650117039,0.9514653365524173,0.9005732911760486
2025-03-28,0.8704405650117039,0.9543802758915821,0.9033323160331833
2025-03-29,0.8418227770405446,0.9230027718124214,0.8736331341167405
2025-03-30,0.8250551045403532,0.9046181324125134,0.8562318536124477
2025-03-31,0.8218339701396523,0.9010863724491166,0.8528890006763599
2025-04-01,0.8234077829140685,0.9028119536435417,0.8545222838615212
2025-04-02,0.8505855172491192,0.932610534540843,0.8827269961511948
2025-04-03,0.8235308089488064,0.9029468435207999,0.8546499587394616
2025-04-04,0.8235308089488064,0.9099226419332933,0.8612526351519131
2025-04-05,0.8235308089488064,0.9174504802112337,0.8683778238823512
2025-04-06,0.8235308089488064,0.9146481693528281,0.8657254032258119
2025-04-07,0.7704872788506211,0.8557357799520658,0.809964123885956
2025-04-08,0.780021483374655,0.8663248709968493,0.8199868248782145
2025-04-09,0.7519431985218387,0.8351399395284357,0.7904699152350626
2025-04-10,0.7519431985218387,0.9039944532568931,0.8556415338517195
2025-04-11,0.7519431985218387,0.8708881074133662,0.8243059825817706
2025-04-12,0.7519431985218387,0.9129347901305489,0.8641036693528453
2025-04-13,0.7519431985218387,0.9333491785974538,0.8834261315621389
2025-04-14,0.7519431985218387,0.914702160308302,0.8657765063092316
2025-04-15,0.7602417672473095,0.9247969636865051,0.8753313581286627
2025-04-16,0.7602417672473095,0.9153112889453643,0.86635305383057
2025-04-17,0.7643247341737617,0.9202270747929426,0.8710059037762248
2025-04-18,0.7643247341737617,0.9292550654167133,0.8795510045974649
2025-04-19,0.7598506213773646,0.9238155031555336,0.8744023940281531
2025-04-20,0.7660863957981727,0.93139686838977,0.8815782466612541
2025-04-21,0.7660863957981727,0.9308115413998781,0.8810242276828947
2025-04-22,0.7875082951363506,0.9568396124530227,0.905660107426269
2025-04-23,0.7875082951363506,1.0238454716845033,0.9690819525087452
2025-04-24,0.7877547606847409,1.0241659034021173,0.9693852449519301
2025-04-25,0.7877547606847409,1.0270911919992853,0.9721540655052222
2025-04-26,0.7953098112741336,1.0369416255386894,0.9814776183571167
2025-04-27,0.7942268959025569,1.0369416255386894,0.9801412118590319
2025-04-28,0.7942268959025569,1.0369416255386894,0.9714966989441899
2025-04-29,0.8045666384018914,1.0504411802002414,0.9841442506172181
2025-04-30,0.8008875140830607,1.0504411802002414,0.9796439533480259
