date,SARIMA,LSTM,Buy & Hold
2025-02-15,1.0,1.0,1.0182982651965349
2025-02-16,0.9883110801872689,1.0,1.0063954584292094
2025-02-17,0.9883110801872689,1.0,0.9940923122468626
2025-02-18,1.0187801764180056,1.0,1.0247396407361333
2025-02-19,1.0187801764180056,1.0,0.9976774380126833
2025-02-20,1.0360711712222825,1.0,1.01461027180385
2025-02-21,1.0360711712222825,1.0,1.0246231417087532
2025-02-22,1.004611706853176,1.0,0.9935112875102419
2025-02-23,1.0446730734830874,1.0,1.0331299975734327
2025-02-24,1.0446730734830874,1.0,1.0566113160079724
2025-02-25,0.9249218888126712,1.0,0.9354916470513946
2025-02-26,0.9249218888126712,0.9968886749372701,0.9325810284439492
2025-02-27,0.8621087217349364,0.9291881094580389,0.8692477149374724
2025-02-28,0.854498634434859,0.920985892669257,0.8615746096442622
2025-03-01,0.854498634434859,0.8929731750839555,0.835368946332003
2025-03-02,0.8459430146541851,0.8840323311171161,0.8270048614834349
2025-03-03,0.8459430146541851,1.005686868129137,0.9408116646840853
2025-03-04,0.8459430146541851,0.8582144533946598,0.8028524525294828
2025-03-05,0.8459430146541851,0.8675218634991414,0.8115594569379071
2025-03-06,0.8459430146541851,0.8954420727971494,0.8376785795201203
2025-03-07,0.8459430146541851,0.8798360941326131,0.8230793168353844
2025-03-08,0.8459430146541851,0.8552382581373968,0.8000682467263195
2025-03-09,0.8693562421733262,0.8789087507994001,0.8222117948932149
2025-03-10,0.7971466902004589,0.8059057584224226,0.7539181053147959
2025-03-11,0.7971466902004589,0.7507173257048557,0.702289787493654
2025-03-12,0.7971466902004589,0.767571130833666,0.718056381412688
2025-03-13,0.7971466902004589,0.7633145010156951,0.7140743397733863
2025-03-14,0.7971466902004589,0.7441941558194418,0.6961874165535521
2025-03-15,0.7971466902004589,0.7633189483917678,0.7140785002565536
2025-03-16,0.7971466902004589,0.7749522742834656,0.7249613794556635
2025-03-17,0.7757687393262526,0.7541695352303557,0.7055193006686303
2025-03-18,0.7757687393262526,0.7707166001498554,0.7209989416840396
2025-03-19,0.7757687393262526,0.7721600275824508,0.7223492559903574
2025-03-20,0.7757687393262526,0.8232694600317764,0.770161703132239
2025-03-21,0.7757687393262526,0.7913503551709478,0.7403016471535763
2025-03-22,0.7757687393262526,0.7848374811614619,0.7342089079194041
2025-03-23,0.7816981942560072,0.7908362514596446,0.7398207074259341
2025-03-24,0.7816981942560072,0.7994264268219333,0.7478567447240618
2025-03-25,0.7816981942560072,0.8300653137816131,0.7765191675497941
2025-03-26,0.7816981942560072,0.8264134907249101,0.7731029175837388
2025-03-27,0.7595105506388526,0.802956652590514,0.7511592414427746
2025-03-28,0.7595105506388526,0.8003278682150059,0.7487000356175876
2025-03-29,0.7595105506388526,0.7578262027908033,0.708940082627473
2025-03-30,0.7324268985643202,0.730802613464643,0.6836597405395028
2025-03-31,0.7228428579159965,0.721239827107294,0.6747138337796658
2025-04-01,0.7228428579159965,0.7287781727728709,0.6817658931823991
2025-04-02,0.7228428579159965,0.7619210364964839,0.7127707653552018
2025-04-03,0.7228428579159965,0.7174141652112556,0.671134959031479
2025-04-04,0.7228428579159965,0.7264120233124758,0.6795523801265243
2025-04-05,0.7228428579159965,0.7248924518162628,0.6781308336847197
2025-04-06,0.7228428579159965,0.7230767265304993,0.6764322378465478
2025-04-07,0.7228428579159965,0.6290719546392247,0.5884915589592887
2025-04-08,0.7142482691069003,0.6215923002133014,0.5814944047210063
2025-04-09,0.6754356564653285,0.5878146598427769,0.5498957042972747
2025-04-10,0.7631942562482293,0.6641887614849993,0.621343038434628
2025-04-11,0.7631942562482293,0.6088156853632897,0.5695419882512276
2025-04-12,0.7853314649429929,0.6264749900202539,0.5860621202505534
2025-04-13,0.7853314649429929,0.6575287940962564,0.6151126945728242
2025-04-14,0.7853314649429929,0.6373778778734044,0.5962616807659137
2025-04-15,0.7853314649429929,0.6478131037561431,0.6060237474143102
2025-04-16,0.7853314649429929,0.6343414385729184,0.5934211171635303
2025-04-17,0.7803286833383247,0.6303005057673015,0.5896408582775797
2025-04-18,0.7803286833383247,0.6326052838990798,0.591796958968165
2025-04-19,0.7803286833383247,0.6348725378532204,0.5939179561040078
2025-04-20,0.7930458128896517,0.6452191475381531,0.6035971230395634
2025-04-21,0.7930458128896517,0.6333977304389163,0.5925382860869168
2025-04-22,0.7930458128896517,0.6301963182688214,0.5895433917430244
2025-04-23,0.7930458128896517,0.7030098899636317,0.6576598798554972
2025-04-24,0.7930458128896517,0.7166982534884097,0.67046522959473
2025-04-25,0.7930458128896517,0.7068795066668639,0.6612798739586615
2025-04-26,0.7930458128896517,0.7146321506614619,0.668532407658171
2025-04-27,0.8074416616531344,0.7276045870519384,0.6806680135433674
2025-04-28,0.8074416616531344,0.7165871891950656,0.6703613298760208
2025-04-29,0.8074416616531344,0.7189083359652408,0.6725327432911
2025-04-30,0.8084081610794431,0.7197688619044851,0.6733377581193342
