crypto_name,lstm_rmse_usd
Bitcoin,4524.941719475436
Cardano,0.06287505785249914
Chainlink,0.9386997916468781
Ethereum,199.7187637608459
Litecoin,5.829162702611396
Polkadot,0.3051096856115749
Solana,9.41676784182022
